response_timestamp,institute,status,assets_brought,attended_before,nickname,ping_pong,basketball,running_sprints,volleyball,football,tennis,badminton,spikeball,chess,capture_the_flag,beer_pong,foosball,ping_pong_days,num_sports,late_entry,confirmation_status,Team,subteam_ping_pong,subteam_basketball,subteam_running_sprints,subteam_volleyball,subteam_football,subteam_tennis,subteam_badminton,subteam_spikeball,subteam_capture_the_flag,subteam_chess,subteam_beer_pong,subteam_foosball,num_sports_attending,attendance_ratio,picture_consent,has_paid_fee,dropout_sports,num_dropout_sports,confirm_date,is_full_dropout,has_confirmed
2025-03-30 10:07:48,MPA,PhD,I have a volleyball ball,True,Exemplary Cassowary,True,False,False,True,False,False,False,False,False,False,True,True,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",4,False,False,Team C,01,,,R,,,,,,,5,R,2,0.5,,True,[],0,2025-04-23,False,True
2025-04-04 15:04:25,USM/LMU,PostDoc,Can bring a ball and two sets of T-shirts for football. ,False,Yawning Nightingale,False,True,True,False,True,False,False,False,True,False,False,False,[],4,False,False,Team C,,R,R,,2,,,,,1,,,2,0.5,,True,[],0,2025-04-24,False,True
2025-03-15 11:53:11,MPE,PhD,Ping pong rackets,False,Pink Narwhal,True,False,False,False,False,False,False,False,False,True,True,True,"['tuesday', 'wednesday', 'thursday', 'friday']",4,False,False,Team C,13,,,,,,,3,1,,6,R,4,1.0,,True,[],0,2025-04-25,False,True
2025-03-10 16:03:02,USM/LMU,PhD,,True,Awkward Cichlid,True,False,False,False,True,False,False,True,True,False,False,False,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",4,False,False,Team C,17,,,,1,,,1,,5,,,4,1.0,,True,[],0,2025-05-05,False,True
2025-04-01 18:08:08,MPE,Other,,False,Writhing Beaver,False,False,False,True,False,True,True,False,False,False,False,False,[],3,False,False,Team C,,,,R,,6,D,,,,,,2,0.6666666666666666,,True,[],0,2025-04-23,False,True
2025-04-10 14:12:22,USM/LMU,Master's Student,,False,Milky Bongo,False,False,False,False,True,False,False,False,True,False,True,False,[],3,False,False,Team C,,,,,2,,,,,4,4,,3,1.0,,True,[],0,,False,False
2025-03-31 09:50:57,MPA,PhD,,False,Eager Affenpinscher,True,False,False,True,False,True,False,False,False,False,False,False,"['tuesday', 'wednesday', 'friday']",3,False,False,Team C,23,,,R,,1,,,,,,,2,0.6666666666666666,,True,[],0,2025-04-30,False,True
2025-04-02 13:06:14,MPQ,Other,My own ping pong bat,False,Downright Lynx,True,False,False,False,False,False,True,True,False,False,False,False,"['monday', 'tuesday', 'thursday', 'friday']",3,False,False,Team C,09,,,,,,D,5,,,,,3,1.0,,True,['badminton'],1,2025-04-30,False,True
2025-04-04 20:08:58,MPQ,PhD,,False,Steep Parrot,True,False,False,False,False,False,False,False,False,True,False,True,['tuesday'],3,False,False,Team C,22,,,,,,,,2,,,4,3,1.0,,True,[],0,2025-04-23,False,True
2025-04-02 08:52:50,MPE,Other,,True,Miserable Alligator,True,False,False,False,True,False,False,False,False,False,True,False,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",3,False,False,Team C,20,,,,2,,,,,,1,,3,1.0,,True,[],0,2025-04-28,False,True
2025-04-03 08:36:44,MPA,PhD,,False,Fatherly Magpie,False,False,False,False,True,True,True,False,False,False,False,False,[],3,False,False,Team C,,,,,D,R,D,,,,,,2,0.6666666666666666,,True,[],0,2025-04-27,False,True
2025-04-04 16:35:25,IPP,PostDoc,,True,Clumsy Lizard,True,False,True,False,True,False,False,False,False,False,False,False,"['monday', 'tuesday']",3,False,False,Team C,25,,1,,2,,,,,,,,3,1.0,,True,[],0,2025-04-25,False,True
2025-04-04 14:24:03,MPQ,Other,,False,Frugal Blobfish,False,False,False,False,True,False,False,False,False,True,True,False,[],3,False,False,Team C,,,,,1,,3,,2,,3,,4,1.3333333333333333,,True,[],0,2025-04-29,False,True
2025-03-24 13:14:55,ESO,PostDoc,,True,Well-documented Dodo,True,False,False,True,False,True,False,False,False,False,False,False,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",3,False,False,Team C,10,,,R,,5,,,,,,,2,0.6666666666666666,,True,[],0,2025-04-30,False,True
2025-03-26 23:09:58,MPQ,Master's Student,,False,Loud Pademelon,False,True,False,False,True,False,False,True,False,False,False,False,[],3,False,False,Team C,,D,,,D,,,D,,,,,2,0.6666666666666666,,True,"['football', 'spikeball', 'basketball']",3,DROPOUT,True,False
2025-03-18 15:26:55,ESO,PostDoc,,True,Frayed Barb,False,False,True,False,False,False,False,False,False,True,False,True,[],3,False,False,Team C,,,1,,,,,,1,,,2,3,1.0,,True,[],0,2025-04-23,False,True
2025-03-11 08:29:52,IPP,PhD,,False,Direct Baboon,False,True,False,False,False,False,False,True,False,False,True,False,[],3,False,False,Team C,,R,,,,,,4,,,4,,2,0.6666666666666666,,True,[],0,2025-04-30,False,True
2025-03-17 12:46:32,ESO,PhD,,False,Liquid Lamprey,False,False,False,True,False,False,True,False,False,False,False,True,[],3,False,False,Team C,,,,D,,,D,,,,,5,3,1.0,,True,['volleyball'],1,2025-04-24,False,True
2025-03-10 09:31:13,MPA,PhD,I could bring some badminton shuttles. ,False,Arctic Milkfish,False,False,False,False,False,True,True,False,False,True,False,False,[],3,False,False,Team C,,,,,,D,3,,1,,,,3,1.0,,True,['tennis'],1,2025-04-24,False,True
2025-04-04 11:55:57,MPQ,PhD,No,False,Diligent Octopus,False,False,False,True,False,False,False,False,False,False,True,False,[],2,False,False,Team C,,,,R,,,,,,,D,,1,0.5,,True,['beer_pong'],1,2025-04-30,False,True
2025-04-04 10:15:29,IPP,PhD,,False,Insistent Sponge,True,False,False,True,False,False,False,False,False,False,False,False,"['monday', 'tuesday', 'wednesday']",2,False,False,Team C,05,,,D,,,,,,,,,2,1.0,,True,['volleyball'],1,2025-05-02,False,True
2025-04-04 10:16:28,MPQ,PhD,,False,Flowery Termite,False,False,False,True,False,False,False,False,False,True,False,False,[],2,False,False,Team C,,,,R,,,,,D,,,,1,0.5,,True,['capture_the_flag'],1,2025-04-28,False,True
2025-04-09 15:23:34,IPP,PhD,,False,Wee Indri,False,False,True,False,False,False,False,False,False,True,False,False,[],2,False,False,Team C,,,1,,,,,,1,,,,2,1.0,,True,[],0,2025-04-25,False,True
2025-03-10 10:47:22,USM/LMU,PostDoc,"I have a cheap volleyball and a volleyball net for on the grass, but I'm not sure if it is the standard size.",False,Sour Sturgeon,True,False,False,True,False,False,False,False,False,False,False,False,['tuesday'],2,False,False,Team C,12,,,R,,,,,,,,,1,0.5,,True,[],0,2025-04-25,False,True
2025-04-06 00:48:35,MPP,PhD,Beachvolleball,False,Oval Chameleon,False,False,False,True,False,False,False,False,False,False,True,False,[],2,False,False,Team C,,,,R,,,,,,,5,,1,0.5,,True,[],0,2025-04-23,False,True
2025-04-05 02:24:35,MPQ,PostDoc,,False,Poor Hamster,True,True,False,False,False,False,False,False,False,False,False,False,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",2,False,False,Team C,11,D,,,,,,,,,,,2,1.0,,True,['basketball'],1,2025-04-30,False,True
2025-04-04 23:50:24,MPQ,PhD,,False,Prize Jerboa,True,False,False,False,False,False,True,False,False,False,False,False,['friday'],2,False,False,Team C,D,,,,,,D,,,,,,2,1.0,,False,"['ping_pong', 'badminton']",2,DROPOUT,True,False
2025-04-04 17:47:06,MPA,PostDoc,,True,Concrete Alpaca,False,False,False,False,False,False,False,False,False,False,True,True,[],2,False,False,Team C,,,,,,,,,,,1,R,1,0.5,,True,[],0,2025-04-25,False,True
2025-03-14 09:44:08,IPP,PostDoc,,True,Noted Hippopotamus,True,False,False,False,False,False,False,True,False,False,False,False,"['wednesday', 'friday']",2,False,False,Team C,18,,,,,,,3,,,,,2,1.0,,True,[],0,2025-04-24,False,True
2025-04-01 13:52:41,MPQ,PhD,,False,Brilliant Fox,False,False,False,True,True,False,False,False,False,False,False,False,[],2,False,False,Team C,,,,R,2,,,,,,,,1,0.5,,True,[],0,2025-04-30,False,True
2025-04-02 18:37:10,Other,Other,,False,Pristine Chicken,False,False,False,True,False,False,False,False,False,False,True,False,[],2,False,False,Team C,,,,R,,,,,,,3,,1,0.5,,True,[],0,2025-04-30,False,True
2025-04-02 16:02:39,MPE,Master's Student,,False,Crafty Pig,False,False,True,False,False,False,True,False,False,False,False,False,[],2,False,False,Team C,,,1,,,,1,,,,,,2,1.0,,True,[],0,2025-04-30,False,True
2025-04-01 23:00:30,MPP,PostDoc,,False,Idealistic Megalodon,False,False,False,False,False,False,False,False,False,False,True,True,[],2,False,False,Team C,,,,,,,,,,,R,6,1,0.5,,True,[],0,2025-05-02,False,True
2025-03-27 14:49:24,USM/LMU,PostDoc,,False,Numb Goat,True,False,False,False,False,False,False,False,False,False,False,True,['friday'],2,False,False,Team C,15,,,,,,,,,,,3,2,1.0,,True,[],0,2025-04-23,False,True
2025-03-27 15:12:06,USM/LMU,PhD,,True,Awesome Wolverine,False,True,False,False,False,False,False,False,False,False,True,False,[],2,False,False,Team C,,R,,,,,,,,,4,,1,0.5,,True,[],0,2025-04-23,False,True
2025-04-03 15:43:29,MPQ,Other,,False,Emotional Lion,False,False,False,True,False,False,False,False,False,False,True,False,[],2,False,False,Team C,,,,R,,,,,,,1,,1,0.5,,True,[],0,2025-04-23,False,True
2025-03-28 15:25:48,USM/LMU,PhD,,False,Dirty Flounder,True,True,False,False,False,False,False,False,False,False,False,False,['monday'],2,False,False,Team C,04,R,,,,,,,,,,,1,0.5,,True,[],0,2025-04-30,False,True
2025-04-03 10:55:59,MPE,PhD,,True,Agonizing Kudu,False,True,False,False,False,False,True,False,False,False,False,False,[],2,False,False,Team C,,R,,,,,4,,,,,,1,0.5,,True,[],0,2025-05-01,False,True
2025-04-04 21:50:20,MPQ,PhD,,False,Weak Akita,False,False,False,False,False,False,False,False,False,False,False,True,[],1,False,False,Team C,,,,,,,,,,,,4,1,1.0,,True,[],0,2025-04-28,False,True
2025-03-29 22:42:11,MPE,PhD,,False,Leading Kangaroo,False,False,False,False,False,False,False,False,False,True,False,False,[],1,False,False,Team C,,,,,,,,,1,,,,1,1.0,,True,[],0,2025-04-23,False,True
2025-04-04 23:03:30,MPQ,PostDoc,,False,Strict Binturong,False,False,False,False,False,False,False,False,False,False,False,True,[],1,False,False,Team C,,,,,,,,,,,,1,1,1.0,,True,[],0,2025-04-23,False,True
2025-03-28 13:09:42,ESO,PhD,,False,Quaint Koala,False,False,False,False,True,False,False,False,False,False,False,False,[],1,False,False,Team C,,,,,1,,,,,,,,1,1.0,,True,[],0,2025-04-28,False,True
2025-04-01 09:21:09,IPP,PostDoc,I have a tennis racket.,False,Squeaky Fish,False,False,False,False,False,False,False,True,False,False,False,False,[],1,False,False,Team C,,,,,,,,1,,,,,1,1.0,,True,[],0,2025-04-25,False,True
2025-03-11 11:39:32,MPA,PhD,,True,Ornate Cockatoo,False,False,False,False,False,False,False,False,True,False,False,False,[],1,False,False,Team C,,,,,,,,,,3,,,1,1.0,,True,[],0,2025-04-30,False,True
2025-04-04 11:50:39,MPE,PostDoc,,False,Chief Somali,False,False,False,True,False,False,False,False,False,False,False,False,[],1,False,False,Team C,,,,R,,,,,,,,,0,0.0,,True,[],0,2025-04-23,False,True
2025-03-24 09:52:22,MPA,Master's Student,own badminton racket,False,Knowing Gerbil,False,False,False,False,False,False,True,False,False,False,False,False,[],1,False,False,Team C,,,,,,,2,,,,,,1,1.0,,True,[],0,2025-04-25,False,True
2025-03-11 16:20:05,MPE,Other,,True,Probable Herring,False,False,False,True,False,False,False,False,False,False,False,False,[],1,False,False,Team C,,,,R,,,,3,,,,,1,1.0,,True,[],0,2025-04-23,False,True
2025-03-14 14:14:36,IPP,PhD,,True,Overjoyed Tapir,False,True,False,False,False,False,False,False,False,False,False,False,[],1,False,False,Team C,,R,,,,,,,,,,,0,0.0,,True,[],0,2025-04-23,False,True
2025-04-02 10:52:48,MPP,PhD,I have my own tennis racket.,False,False Grasshopper,False,False,False,False,False,True,False,False,False,False,False,False,[],1,False,False,Team C,,,,,,D,,,,,,,1,1.0,,False,['tennis'],1,DROPOUT,True,False
2025-04-12 20:22:55,IPP,PostDoc,Badminton Racket,False,Any Tuatara,False,False,False,False,False,False,True,False,False,False,False,False,[],1,False,False,Team C,,,,,,,2,,,,,,1,1.0,,True,[],0,2025-04-30,False,True
2025-04-25 13:40:27,MPE,PostDoc,,False,Our Pheasant,False,False,False,False,False,False,False,False,True,False,False,False,[],1,True,False,Team C,,,,,,,,,,6,,,1,1.0,,True,[],0,2025-04-29,False,True
2025-04-04 19:03:11,MPE,PostDoc,badminton racket,False,Tight Tarsier,False,False,False,False,False,False,True,False,False,False,False,False,[],1,False,False,Team C,,,,,,,4,,,,,,1,1.0,,True,[],0,2025-04-23,False,True
2025-05-06 21:52:59,MPQ,PostDoc,Volleyball,False,Insubstantial Samoyed,False,False,False,True,False,False,False,False,False,False,False,False,[],1,True,,Team C,,,,R,,,,,,,,,0,0.0,True,False,[],0,,False,False
